x,y
127,2.82536816596985
128,2.97998452186584
129,2.81336236000061
130,2.91045761108398
131,2.84043979644775
132,3.14487743377686
133,3.16933560371399
134,3.09984159469604
135,2.94957280158997
136,2.64202833175659
137,2.96362209320068
138,3.07392287254333
139,3.15603113174438
140,3.43735361099243
141,2.84874296188354
142,3.1435341835022
143,3.64844465255737
144,3.33456635475159
145,3.35803961753845
146,3.48123741149902
147,3.46649217605591
148,3.02841329574585
149,3.43232583999634
150,3.10873365402222
151,3.51774334907532
152,3.81726598739624
153,3.48735737800598
154,3.45994472503662
155,3.63691186904907
156,3.71833825111389
157,3.41734528541565
158,4.02328062057495
159,3.75346446037292
160,3.83945035934448
161,4.02515411376953
162,4.01125574111938
163,3.95919489860535
164,4.07775354385376
165,4.16867446899414
166,4.38149738311768
167,4.16478729248047
168,4.22125959396362
169,4.76936006546021
170,4.55125904083252
171,4.5666675567627
172,4.68488836288452
173,4.54988527297974
174,4.87314081192017
175,4.97990131378174
176,4.93593692779541
177,4.98491859436035
178,5.10912990570068
179,5.18349409103394
180,5.49763011932373
181,5.42572259902954
182,5.6993556022644
183,5.67929887771606
184,5.68421316146851
185,5.85823011398315
186,6.12807416915894
187,6.44553899765015
188,6.42972755432129
189,6.6115083694458
190,6.38056659698486
191,6.61857795715332
192,6.88619804382324
193,7.04628467559814
194,6.80107927322388
195,7.34808588027954
196,7.77454423904419
197,8.0149507522583
198,8.14089775085449
199,8.06171607971191
200,8.51272106170654
201,8.82460975646973
202,9.31506538391113
203,9.52088165283203
204,9.70755004882812
205,10.2626867294312
206,10.4379634857178
207,10.7951011657715
208,11.6297292709351
209,11.9026041030884
210,12.0254135131836
211,13.2716026306152
212,13.6965827941895
213,14.675684928894
214,15.6328382492065
215,16.4779682159424
216,17.3457565307617
217,18.6246490478516
218,20.3846416473389
219,21.9987964630127
220,23.2788581848145
221,25.94921875
222,28.8832530975342
223,32.3834457397461
224,36.2089805603027
225,43.0188789367676
226,50.613655090332
227,63.5519218444824
228,82.5940246582031
229,120.476913452148
230,220.309616088867
231,1325.02966308594
232,330.180206298828
233,146.530410766602
234,94.2035598754883
235,69.4549942016602
236,54.6116790771484
237,45.2535743713379
238,37.8114166259766
239,33.8244552612305
240,30.103343963623
241,26.8377857208252
242,24.2727184295654
243,22.6551895141602
244,20.4890937805176
245,18.8295955657959
246,18.0319442749023
247,16.6364116668701
248,15.7158794403076
249,14.9750823974609
250,13.8835887908936
251,13.2815198898315
252,12.8139209747314
253,11.9719495773315
254,11.4481143951416
255,11.1293888092041
256,10.8034801483154
257,9.75898838043213
258,9.80294132232666
259,9.59988307952881
260,9.10911846160889
261,8.60552787780762
262,8.65461826324463
263,8.48151969909668
264,7.89767026901245
265,7.69545602798462
266,7.6164402961731
267,7.36340713500977
268,7.16992664337158
269,6.93263912200928
270,6.72058868408203
271,6.73002481460571
272,6.43716192245483
273,6.36793804168701
274,6.09317874908447
275,6.05336856842041
276,5.91234397888184
277,5.84476900100708
278,5.70359373092651
279,5.49255228042603
280,5.15459251403809
281,5.27238321304321
282,5.34808921813965
283,4.96513032913208
284,4.86686992645264
285,5.21585607528687
286,5.04502773284912
287,4.95808553695679
288,4.71678590774536
289,4.67666816711426
290,4.25793647766113
291,4.3999195098877
292,4.36786842346191
293,4.35552501678467
294,4.45314025878906
295,4.26608180999756
296,4.31460666656494
297,3.83463168144226
298,3.95989465713501
299,4.07892942428589
300,3.76069092750549
301,3.77489280700684
302,3.91772866249084
303,3.74982881546021
304,3.5644838809967
305,3.53050637245178
306,3.55755257606506
307,3.43923282623291
308,3.80584907531738
309,3.47674322128296
310,3.53315997123718
311,3.36343050003052
312,3.54103350639343
313,3.18958163261414
314,3.24943256378174
315,3.04885983467102
316,3.02888345718384
317,3.04625773429871
318,3.05660319328308
319,2.82984685897827
320,3.15438175201416
321,3.17450213432312
322,3.12502789497375
323,3.11655521392822
324,3.13409328460693
325,2.83610129356384
326,3.09376668930054
327,2.70356369018555
328,2.67641878128052
329,2.6900794506073
330,2.72157311439514
331,2.69732213020325
332,2.72624039649963
333,2.4035210609436
334,2.83720803260803
335,2.66415882110596
336,2.60559558868408
337,2.48995161056519
338,2.7867693901062
339,2.41585445404053
340,2.35272240638733
341,2.36537790298462
342,2.62466979026794
343,2.62185430526733
344,2.57698941230774
345,2.53523540496826
346,2.45756483078003
347,2.3371479511261
348,2.35996341705322
349,2.45054650306702
350,2.34722805023193
351,2.506840467453
352,2.33332061767578
353,2.21527481079102
354,2.46808695793152
355,2.26867866516113
356,1.9917870759964
357,2.31079530715942
358,2.08842468261719
359,2.64061880111694
360,2.18297719955444
361,2.17331051826477
362,1.98613846302032
363,2.08842277526855
364,2.16974329948425
365,2.06176424026489
366,2.17881441116333
367,2.2504415512085
368,2.12832379341125
369,2.35907196998596
370,2.16640257835388
371,1.93399238586426
372,1.97763633728027
373,1.94896829128265
374,2.08734607696533
375,2.27405881881714
376,1.89070951938629
377,2.1941134929657
378,1.82720553874969
379,1.73795211315155
380,2.34657168388367
381,2.1380889415741
382,2.19246506690979
383,1.95098853111267
384,2.14100193977356
385,1.8517210483551
386,1.83677756786346
387,1.89763331413269
388,1.74775767326355
389,2.08211421966553
390,1.66507518291473
391,1.83368766307831
392,1.8516434431076
393,1.76882040500641
394,1.95828020572662
395,1.80724501609802
396,1.9086526632309
397,1.79228484630585
398,1.72624802589417
399,1.76565098762512
400,1.6845600605011
401,2.04072022438049
402,1.79418992996216
403,2.48544359207153
404,1.48827362060547
405,1.88033652305603
406,1.88954210281372
407,1.76438629627228
408,2.00494146347046
409,1.65946388244629
410,2.00617837905884
411,1.80335760116577
412,1.55238831043243
413,1.81277120113373
414,1.49763035774231
415,2.15590333938599
416,1.88211989402771
417,1.31283617019653
418,1.61826813220978
419,1.85631012916565
420,1.7535480260849
421,1.85355699062347
422,1.5670508146286
423,1.65931642055511
424,1.81146275997162
425,1.75834274291992
426,1.60933268070221
427,1.73528432846069
428,1.75032484531403
429,1.45073795318604
430,1.64472043514252
431,1.48761022090912
432,1.52029466629028
433,1.7037296295166
434,1.6574319601059
435,2.09053254127502
436,1.03116393089294
437,1.6528537273407
438,1.71180856227875
439,1.27571272850037
440,2.09238028526306
441,1.51993775367737
442,1.35887789726257
443,2.00391888618469
444,1.62448596954346
445,1.58002471923828
446,1.68250036239624
447,1.97098290920258
448,1.45499551296234
449,1.70396244525909
450,1.6028128862381
451,1.410076379776
452,1.39437901973724
453,1.29313206672668
454,1.97542333602905
455,1.13877058029175
456,1.42048680782318
457,1.59586775302887
458,1.72807013988495
459,1.48637366294861
460,1.6251003742218
461,1.42279362678528
462,1.58045554161072
463,1.6155993938446
464,1.52483737468719
465,1.53636050224304
466,1.39043760299683
467,1.56021869182587
468,1.71046578884125
469,1.32273888587952
470,1.45327985286713
471,1.50608062744141
472,1.51825952529907
473,1.45368683338165
474,1.49864780902863
475,1.35110938549042
476,1.40554106235504
477,1.62368893623352
478,1.39328479766846
479,1.53228497505188
480,1.13923263549805
481,1.37924599647522
482,1.14059567451477
483,1.15524518489838
484,0.785656034946442
485,1.3858745098114
486,1.39767050743103
487,1.91505026817322
488,1.68919086456299
489,1.69606745243073
490,1.52557170391083
491,1.91077744960785
492,1.44022917747498
493,1.53569686412811
494,1.3192263841629
495,1.35283696651459
496,1.43185257911682
497,1.59203219413757
498,1.75790953636169
499,1.46958160400391
500,1.8275990486145
501,1.07425284385681
502,1.22035348415375
503,1.22794985771179
504,1.1640784740448
505,1.10559165477753
506,1.66402506828308
507,1.35570394992828
508,1.40643334388733
509,1.44359529018402
510,0.842537939548492
511,1.3125
